A,B,C,D
"Discussing|Explaining|Inquiring,Food, Drink, Weather, Cities and towns in Istria, Accommodation, Food, Animals, Food technology at school, Photography, Swimming pool , Ebola, Immigration officers , Air travel , Marijuana, Countries that we would like to visit , Friends , Tics, Seasons, New inventions, Steve Job",there we had four meals two drinks </u><u> a dessert </u><u> dessert </u><u> and a cup of coffee </u><u> coffee yeah </u><u> perfecto </u><u> shall I do it? </u><u> uhu </u><u>,right,I''m gonna stop this now cos it''s not </u><u> time to go </u><u> hello um I''m um </u><u> and I''m
"Discussing|Explaining|Inquiring|Anecdote telling|Telling jokes,Discussing/eating food, bedrooms, maths, Sugarhouse nightclub, the flooding in Lancaster, camping, travelling in Africa, games, Twilight, Jack Whitehall, The Big Fat Quiz, Cloud Atlas, the Chaos Walking trilogy, TV shows, mutual friends, The Vampire Diaries, How I Met Your Mother, playing Articulate, playing Heads Up, reading thrillers, bad presents, timetables, courses, Charlie Simpson, quizzes, University Challenge, Hungry Hippos, religious beliefs, primary school memories, secret Santa, physics work, sports kit tops, talking about in jokes, airport scanners, bruising, Rocky Horror Picture Show, boxers, blood donation, module assessments, flavoured vodka, City of Bones, cracking knuckles",<u> but it was good </u><u> I can''t really remember what happened to be honest I remember seeing the bit with the musi musician coming </u><u>,right,it took me a while to remember who was the musician </u><u> </u><u> but I I saw that coming </u><u> mm </u><u> erm </u><u> I really liked how like they all
"Discussing|Explaining|Inquiring|Anecdote telling|Telling jokes,Discussing/eating food, bedrooms, maths, Sugarhouse nightclub, the flooding in Lancaster, camping, travelling in Africa, games, Twilight, Jack Whitehall, The Big Fat Quiz, Cloud Atlas, the Chaos Walking trilogy, TV shows, mutual friends, The Vampire Diaries, How I Met Your Mother, playing Articulate, playing Heads Up, reading thrillers, bad presents, timetables, courses, Charlie Simpson, quizzes, University Challenge, Hungry Hippos, religious beliefs, primary school memories, secret Santa, physics work, sports kit tops, talking about in jokes, airport scanners, bruising, Rocky Horror Picture Show, boxers, blood donation, module assessments, flavoured vodka, City of Bones, cracking knuckles",<u> </u><u> and some of them are the same god though </u><u> that was like </unclea> </u><u> yes </u><u> we''re gonna ace Articulate us </u><u>,right,what when is the worksheet in for? cos if I don''t </u><u> I''m gonna check cos </unclea> </u><u> cos if you''re only in nine till
"Discussing|Explaining|Inquiring|Anecdote telling|Telling jokes,Discussing/eating food, bedrooms, maths, Sugarhouse nightclub, the flooding in Lancaster, camping, travelling in Africa, games, Twilight, Jack Whitehall, The Big Fat Quiz, Cloud Atlas, the Chaos Walking trilogy, TV shows, mutual friends, The Vampire Diaries, How I Met Your Mother, playing Articulate, playing Heads Up, reading thrillers, bad presents, timetables, courses, Charlie Simpson, quizzes, University Challenge, Hungry Hippos, religious beliefs, primary school memories, secret Santa, physics work, sports kit tops, talking about in jokes, airport scanners, bruising, Rocky Horror Picture Show, boxers, blood donation, module assessments, flavoured vodka, City of Bones, cracking knuckles",</unclea> </u><u> do you want the D though? </u><u> </u><u> I need the D </u><u> </u><u> well then let''s find the D </u><u> </u><u>,right,and the question 4C when asked why it''s heavier than it was before what''s the answer? </u><u> it </u><u>
"Discussing|Explaining|Inquiring|Anecdote telling|Telling jokes,Discussing/eating food, bedrooms, maths, Sugarhouse nightclub, the flooding in Lancaster, camping, travelling in Africa, games, Twilight, Jack Whitehall, The Big Fat Quiz, Cloud Atlas, the Chaos Walking trilogy, TV shows, mutual friends, The Vampire Diaries, How I Met Your Mother, playing Articulate, playing Heads Up, reading thrillers, bad presents, timetables, courses, Charlie Simpson, quizzes, University Challenge, Hungry Hippos, religious beliefs, primary school memories, secret Santa, physics work, sports kit tops, talking about in jokes, airport scanners, bruising, Rocky Horror Picture Show, boxers, blood donation, module assessments, flavoured vodka, City of Bones, cracking knuckles",<u> oh </u><u> </u><u> before I was growling but now I''m just like </u><u> physics </unclea> </u><u> </u><u>,right,I''m going to go to the loo and then finish this worksheet and then we''re gonna play pub quiz </u><u> if you need print it </u><u> can I go to
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Making arrangements,social story-telling, problem-solving techniques, start-up companies, viral videos, entrepreneurs.",and their research informs their teaching but it doesn''t happen that way people say it happens like that but it doesn''t </u><u>,right,okay alright so what is it that you like? you like that </u><u> that if you are a student </u><u> yes </u><u> and you want to learn about start-ups
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Making arrangements,social story-telling, problem-solving techniques, start-up companies, viral videos, entrepreneurs.",doing a promotional video for their product one day they had two hundred thousand people look at their website </u><u> wow </u><u>,right,of those two hundred thousand people ninety-five thousand of them left comments of postiveness on their
"Discussing|Explaining|Inquiring|Advising,Roads, cricket, bikes",? </u><u> I don''t have the time lady </u><u> the time old lady is quarter to nine </u><u> onwards forward backwards no no </u><u> </u><u>,right,that was longer than I had anticipated </u><u> yeah from the er </u><u> I quite neatly reversed all the way round
"Discussing|Explaining|Inquiring|Advising,Roads, cricket, bikes",minus to the vehicles in this direction </u><u> yeah </u><u> </unclea> travelling the relative speed of well over a hundred </u><u>,right,yes </u><u> A hundred and thirty or so </u><u> right </u><u> so a hundred and forty </u><u> obviously </u><u> so like this is coming our direction but
"Discussing|Explaining|Advising,work, food, TV",that you you probably get terrible bikes but I imagine you can pick up quite a nice one </u><u> okay? </u><u> mm mm </u><u> okay what''s the problem? </u><u>,right,so well I was I''m just a bit confused really </u><u> with what? </u><u> right you''ve got to compare the examples of the
"Discussing|Explaining|Advising,work, food, TV",a nice one </u><u> okay? </u><u> mm mm </u><u> okay what''s the problem? </u><u> right so well I was I''m just a bit confused really </u><u> with what? </u><u>,right,you''ve got to compare the examples of the academic text features here yeah? with this text </u><u> yeah </u><u> and I it''s </u><u> where does it
"Discussing|Explaining|Advising,work, food, TV",the whole world you''re making a global statement </u><u> mm well </u><u> then it''s weakening it so it it depends </u><u>,right,okay </u><u> but yeah that''s hedging it could be for or against your argument what were the other ones?
"Discussing|Explaining|Advising,work, food, TV",it could be for or against your argument what were the other ones? yeah these have you done any of the others? </u><u>,right,okay so complexity well you can choose any sentence can''t you? </u><u> well it''s </u><u> but it''s not saying that it''s a complex sentence
"Discussing|Explaining|Advising,work, food, TV",over the years this penalty </u><u> the result </u><u> the result of </u><u> of </u><u> this penalty is </u><u> yeah </u><u> the result is okay right so </u><u>,right,erm </u><u> I''m just circling some more academic vocabulary </u><u> er costs? </u><u> mm </u><u> or is that </u><u> mm </u><u> so what kind of costs is that? </u><u> yeah </u><u> well
